#{"t_start": 1789608415.906354, "env_id": "None"}
r,l,t
118.8,12,11.77696
118.4,16,11.7784
118.1,19,11.780106
103.8,12,11.781204
118.8,12,11.782404
118.9,11,11.783552
118.3,17,11.7852
118.3,17,11.786829
118.4,16,11.788322
118.8,12,11.789459
118.6,14,11.790824
118.7,13,11.792051
118.7,13,11.793268
104.0,10,11.794171
118.6,14,11.795661
103.9,11,11.796776
118.7,13,11.798012
103.6,14,11.799349
118.7,13,11.800582
118.8,12,11.801701
118.5,15,11.803116
118.6,14,11.804394
104.0,10,11.805341
118.8,12,11.806457
118.5,14,11.807783
103.7,13,11.808985
103.9,11,11.810007
104.0,10,11.810953
104.0,10,11.811871
103.6,14,11.813152
133.8,12,11.814245
118.9,11,11.815363
104.0,10,11.816346
104.0,10,11.817346
118.8,12,11.818472
118.8,12,11.819616
118.9,11,11.820644
103.8,12,11.821768
118.6,14,11.823086
104.0,10,11.824027
104.0,10,11.824963
118.8,12,11.826076
104.0,10,11.827023
104.0,10,11.827942
104.0,10,11.828875
103.7,13,11.830076
104.0,10,11.831094
118.7,13,11.832344
118.6,14,11.833685
104.0,10,11.834618
118.4,16,11.836222
118.8,12,11.837361
103.6,14,11.838671
103.9,11,11.839699
104.0,10,11.840659
118.8,12,11.841774
118.8,12,11.842907
118.7,13,11.844133
118.8,12,11.845241
103.6,14,11.846543
118.6,14,11.847844
118.8,12,11.848965
118.9,11,11.849997
118.8,12,11.851192
103.9,11,11.852232
118.5,15,11.853611
118.7,13,11.854831
118.9,11,11.85583
118.4,16,11.857286
118.8,12,11.858354
118.8,12,11.859484
118.8,12,11.860576
104.0,10,11.861472
117.9,21,11.86346
103.9,11,11.864519
118.2,18,11.866339
118.8,12,11.867478
103.9,11,11.868524
103.5,15,11.869902
118.9,11,11.870917
118.7,13,11.872105
118.8,12,11.873208
103.9,11,11.874244
118.7,13,11.875443
118.3,17,11.876995
118.9,11,11.878007
118.4,16,11.879478
118.4,16,11.880948
104.0,10,11.881862
118.9,11,11.882899
103.9,11,11.883959
118.7,13,11.88518
118.5,15,11.886555
118.8,12,11.887654
118.5,15,11.889025
118.8,12,11.890124
104.0,10,11.891059
118.9,11,11.892072
118.6,14,11.893359
118.8,12,11.894463
118.7,13,11.895644
118.4,16,11.897104
118.8,12,11.8982
103.9,11,11.899209
118.2,18,11.900856
104.0,10,11.90177
104.0,10,11.902685
118.8,12,11.903795
104.0,10,11.904708
118.4,16,11.906166
103.6,14,11.907448
118.3,17,11.908988
118.6,14,11.910258
118.8,12,11.911351
118.8,12,11.912444
103.7,13,11.913629
118.9,11,11.914629
118.5,15,11.915994
118.4,16,11.917432
118.8,12,11.918528
104.0,10,11.919444
118.7,14,11.920716
118.5,15,11.922074
118.5,15,11.923434
104.0,10,11.924344
118.3,17,11.925888
118.5,15,11.927249
103.8,12,11.92834
118.6,14,11.929608
118.6,14,11.930871
118.9,11,11.931876
118.8,12,11.932974
104.0,10,11.93389
104.0,10,11.934814
118.9,11,11.935818
118.6,14,12.135577
118.3,17,12.137229
118.9,11,12.13829
133.5,15,12.139696
104.0,10,12.140621
104.0,10,12.141546
104.0,10,12.142474
104.0,10,12.143406
104.0,10,12.144331
118.3,16,12.145796
118.2,18,12.147438
103.6,14,12.148721
104.0,10,12.149645
118.7,13,12.150839
103.8,12,12.151947
104.0,10,12.152897
133.8,12,12.154112
118.5,15,12.155592
118.9,11,12.15666
118.7,13,12.157898
118.9,11,12.158999
118.4,16,12.160491
118.2,18,12.162161
133.7,13,12.163357
118.6,14,12.164654
103.4,16,12.166263
104.0,10,12.167237
118.9,11,12.168276
118.7,13,12.169482
118.7,14,12.17078
104.0,10,12.17169
118.7,13,12.172859
118.7,13,12.174056
104.0,10,12.174959
103.1,19,12.176669
118.7,13,12.177863
103.9,11,12.17886
118.4,16,12.180297
118.9,11,12.181282
103.5,15,12.182644
104.0,10,12.183548
118.4,16,12.185007
118.4,16,12.186528
118.5,15,12.187935
118.5,15,12.189306
118.9,11,12.19032
118.8,12,12.191411
103.9,12,12.192512
118.0,20,12.19434
118.7,13,12.195511
118.5,15,12.196855
118.6,14,12.198209
118.3,17,12.199791
118.7,13,12.20099
118.1,19,12.20284
118.3,16,12.204394
118.7,13,12.205606
104.0,10,12.206559
104.0,10,12.207501
118.5,15,12.208891
118.7,13,12.210198
104.0,10,12.211133
118.9,11,12.21216
118.2,18,12.213819
118.7,13,12.215019
104.0,10,12.215941
118.8,12,12.217075
104.0,10,12.218082
118.9,11,12.219132
103.9,11,12.22015
118.8,12,12.221251
118.3,17,12.222809
118.8,12,12.223892
118.6,14,12.225137
118.8,12,12.226281
118.7,13,12.22753
118.6,14,12.228834
118.4,16,12.230327
118.8,12,12.231431
118.9,11,12.232456
118.9,11,12.233501
118.2,18,12.235234
104.0,10,12.236166
118.9,11,12.237168
104.0,10,12.238093
118.8,12,12.239169
118.3,17,12.240694
103.9,11,12.241706
104.0,10,12.24282
104.0,10,12.243806
103.9,11,12.244856
118.9,11,12.245912
133.8,12,12.247026
103.9,11,12.248047
118.9,11,12.249064
118.8,12,12.250235
118.9,11,12.251254
118.6,14,12.252672
104.0,10,12.253639
118.7,13,12.254855
118.1,19,12.256604
118.5,15,12.257987
118.6,14,12.259271
104.0,10,12.260196
104.0,10,12.261124
118.6,14,12.262396
104.0,10,12.263309
118.9,11,12.264323
103.9,11,12.265331
133.7,13,12.266536
118.4,16,12.268006
118.8,12,12.269101
104.0,10,12.270011
103.3,17,12.271561
118.6,14,12.272841
118.4,16,12.274304
133.8,12,12.275403
118.5,15,12.27678
104.0,10,12.277693
118.7,13,12.278875
118.9,11,12.279875
104.0,10,12.280791
118.4,16,12.282244
118.6,14,12.283522
133.7,13,12.28471
118.2,18,12.286341
104.0,10,12.287258
103.9,11,12.288262
104.0,10,12.28918
118.7,13,12.29039
118.4,16,12.291845
118.6,14,12.293119
118.6,14,12.294399
104.0,10,12.295311
118.8,12,12.29642
118.8,12,12.297523
118.9,11,12.298528
118.7,13,12.299727
118.8,12,12.30083
118.9,11,12.301859
104.0,10,12.302779
104.0,10,12.303702
118.4,16,12.305167
118.5,15,12.30653
118.5,15,12.307901
118.8,12,12.30899
118.9,11,12.309996
118.9,11,12.310999
118.8,12,12.312091
118.8,12,12.313183
118.7,13,12.314365
104.0,10,12.315284
118.6,14,12.316566
118.9,11,12.317568
118.2,18,12.319195
118.5,15,12.320561
118.5,15,12.321925
118.9,11,12.322932
103.6,14,12.324204
118.6,14,12.518583
118.8,12,12.519719
118.8,12,12.520815
118.9,11,12.521812
118.7,13,12.522985
118.6,14,12.524245
118.7,13,12.525419
118.5,15,12.526763
118.8,12,12.527843
118.8,12,12.528925
118.3,17,12.530445
118.7,13,12.531623
118.2,18,12.533217
104.0,10,12.534121
118.5,15,12.535501
118.6,14,12.536958
104.0,10,12.537959
104.0,10,12.538893
118.6,14,12.540195
104.0,10,12.541132
118.7,13,12.542346
118.4,16,12.543845
118.7,13,12.545049
118.5,15,12.546464
118.8,12,12.547568
104.0,10,12.548511
118.6,14,12.549808
118.8,12,12.550937
118.7,13,12.552142
118.9,11,12.553162
104.0,10,12.554101
118.4,16,12.555566
104.0,10,12.556519
118.7,13,12.557709
103.9,11,12.558729
118.8,12,12.559842
118.8,12,12.561119
133.8,12,12.562269
118.4,16,12.563788
133.7,13,12.565102
118.8,12,12.566232
104.0,10,12.567164
103.9,11,12.568225
118.3,17,12.569858
118.8,12,12.571012
118.9,11,12.572018
118.9,11,12.573174
118.8,12,12.574346
118.8,12,12.575452
118.8,12,12.576591
118.7,13,12.577771
118.9,11,12.578759
118.4,16,12.580207
104.0,10,12.581125
118.9,11,12.58213
118.8,12,12.583243
118.2,18,12.584874
104.0,10,12.585776
104.0,10,12.586699
118.4,16,12.588121
104.0,10,12.589067
103.5,15,12.590428
118.8,12,12.591497
103.6,14,12.592786
104.0,10,12.593687
118.6,14,12.594931
118.6,14,12.596227
103.7,13,12.59748
118.6,14,12.598797
103.9,11,12.59981
118.7,13,12.601153
118.5,15,12.602597
104.0,10,12.603536
118.5,15,12.604951
118.7,13,12.606154
104.0,10,12.607107
104.0,10,12.60804
118.7,13,12.609267
133.7,13,12.610499
118.9,11,12.611527
118.7,13,12.612736
118.9,11,12.613743
118.6,14,12.615037
118.4,16,12.616554
118.9,11,12.617585
118.9,11,12.618605
118.5,15,12.619961
118.5,15,12.621346
104.0,10,12.62227
118.5,15,12.623658
104.0,10,12.624592
104.0,10,12.625518
118.5,15,12.626914
118.7,13,12.62811
118.8,12,12.62928
103.3,17,12.630881
118.7,13,12.632131
118.4,16,12.633619
118.6,15,12.634994
118.7,13,12.63633
118.6,14,12.637707
104.0,10,12.638639
118.9,11,12.639652
104.0,10,12.64059
103.4,16,12.642064
118.7,13,12.643275
118.7,13,12.644458
118.7,13,12.645646
118.3,17,12.647192
118.8,12,12.648291
118.7,13,12.649491
118.9,11,12.65051
118.7,13,12.651701
118.7,13,12.652892
104.0,10,12.653813
118.8,12,12.654911
118.5,15,12.656274
104.0,10,12.657208
118.8,12,12.658304
104.0,10,12.659222
118.8,12,12.660361
104.0,10,12.661281
118.4,16,12.662731
118.6,14,12.66401
104.0,10,12.664922
118.9,11,12.665941
118.9,11,12.66695
118.4,16,12.668414
118.9,11,12.669417
118.7,13,12.670594
118.6,14,12.671867
104.0,10,12.672782
133.8,12,12.673896
118.8,12,12.674986
118.8,12,12.67608
118.7,13,12.677261
104.0,10,12.678179
118.8,12,12.679274
118.6,14,12.680549
104.0,10,12.681461
118.9,11,12.682462
118.7,13,12.683653
118.7,13,12.68484
118.6,14,12.686111
103.7,13,12.687286
118.0,19,12.689011
118.8,12,12.690107
103.7,13,12.691295
103.3,17,12.692843
118.3,16,12.694287
118.7,13,12.695467
103.9,11,12.696467
118.7,13,12.697652
118.4,16,12.699102
104.0,10,12.700018
104.0,10,12.700932
118.7,13,12.702113
118.8,12,12.703209
133.7,13,12.704391
104.0,10,12.705305
118.6,14,12.706588
118.7,13,12.70777
104.0,10,12.902682
104.0,10,12.903637
103.5,15,12.905009
104.0,10,12.905928
118.7,13,12.907104
118.7,13,12.908278
118.9,11,12.90927
118.7,13,12.910451
103.8,12,12.91153
118.7,13,12.912706
103.5,15,12.914053
118.6,14,12.915313
118.7,13,12.916486
118.8,12,12.917593
118.8,12,12.918808
104.0,10,12.919721
118.6,14,12.921014
118.3,17,12.922553
118.7,13,12.923888
118.8,12,12.925053
118.3,17,12.926698
103.6,14,12.928003
103.9,11,12.929043
118.7,13,12.930253
104.0,10,12.931225
118.3,17,12.932811
104.0,10,12.933761
118.5,15,12.93516
118.6,14,12.93646
104.0,10,12.937383
118.6,14,12.938685
104.0,10,12.939607
118.9,11,12.940641
118.8,12,12.941754
118.5,15,12.943178
118.8,12,12.944299
118.5,15,12.9457
118.5,15,12.947231
118.3,17,12.948868
117.9,20,12.950844
133.4,16,12.952355
133.2,18,12.95402
118.5,15,12.955542
118.3,17,12.957169
118.8,12,12.958313
133.7,13,12.959548
104.0,10,12.960472
118.6,14,12.961763
118.6,14,12.963168
118.2,18,12.964831
118.4,16,12.966428
104.0,10,12.967441
118.6,14,12.968762
118.6,14,12.970036
118.6,14,12.971356
118.3,17,12.972901
118.2,18,12.974537
133.7,13,12.975785
133.6,14,12.977054
104.0,10,12.977985
118.6,14,12.979314
104.0,10,12.980214
118.5,15,12.981578
118.9,11,12.982744
118.9,11,12.983812
118.9,11,12.984864
118.3,17,12.98643
118.6,15,12.987808
118.5,15,12.989207
104.0,10,12.990151
118.9,11,12.991175
104.0,10,12.992098
118.8,12,12.993225
118.8,12,12.994318
104.0,10,12.995259
118.6,14,12.996536
118.8,12,12.997659
118.8,12,12.998775
118.4,16,13.000246
118.8,12,13.001382
118.5,15,13.002768
118.7,13,13.003954
118.4,16,13.005437
118.7,13,13.006653
118.7,13,13.007925
104.0,10,13.008874
103.9,11,13.009916
118.7,13,13.011126
104.0,10,13.012027
118.4,16,13.013483
118.9,11,13.014492
103.9,11,13.015498
118.3,17,13.017047
118.7,13,13.018224
118.8,12,13.019312
118.7,13,13.020484
118.8,12,13.02155
104.0,10,13.022446
118.8,12,13.023517
118.8,12,13.024594
104.0,10,13.025483
104.0,10,13.026402
118.7,13,13.027567
118.8,12,13.028648
104.0,10,13.029538
118.8,12,13.030608
104.0,10,13.031502
118.6,14,13.032744
118.5,15,13.034108
118.7,13,13.035262
118.7,13,13.036415
104.0,10,13.037306
118.9,11,13.038286
118.9,11,13.039283
118.3,17,13.040806
103.9,11,13.041784
104.0,10,13.04269
118.7,13,13.04388
118.7,13,13.045052
104.0,10,13.045944
118.7,13,13.047096
118.9,11,13.048075
118.6,14,13.049316
118.5,15,13.050652
118.2,18,13.05225
133.3,17,13.053752
118.7,13,13.054901
104.0,10,13.055794
118.9,11,13.056773
118.4,16,13.058205
118.5,15,13.059533
103.6,14,13.060764
118.9,11,13.061738
104.0,10,13.062636
104.0,10,13.063533
118.4,16,13.064946
118.6,14,13.066192
104.0,10,13.067084
118.9,11,13.068063
118.9,11,13.069039
118.7,13,13.070191
104.0,10,13.071083
104.0,10,13.071983
118.4,16,13.073397
118.4,16,13.074812
104.0,10,13.075704
104.0,10,13.076592
118.3,17,13.078094
103.9,11,13.07907
118.6,14,13.080314
118.9,11,13.081287
104.0,10,13.082185
118.7,13,13.083345
118.3,17,13.084848
118.9,11,13.085824
118.7,13,13.08698
118.8,12,13.088059
118.7,13,13.089217
118.5,15,13.284008
118.8,12,13.285171
118.9,11,13.286198
118.8,12,13.28731
118.7,13,13.288492
103.9,11,13.289492
118.6,14,13.290762
118.8,12,13.291847
103.4,16,13.293291
104.0,10,13.294199
118.8,12,13.295288
104.0,10,13.296198
118.2,18,13.297813
103.9,11,13.298808
118.8,12,13.299893
104.0,10,13.300796
118.3,17,13.302318
103.8,12,13.303404
103.9,11,13.304425
118.7,13,13.305643
118.5,15,13.307015
118.7,13,13.308233
118.9,11,13.309236
118.9,11,13.310309
118.9,11,13.311326
104.0,10,13.312227
118.3,17,13.313778
118.5,15,13.315141
118.1,18,13.316778
104.0,10,13.317817
118.8,12,13.31909
118.8,12,13.320227
118.4,16,13.321713
104.0,10,13.322648
118.8,12,13.323762
118.8,12,13.324867
133.5,15,13.326327
104.0,10,13.327262
118.9,11,13.328279
118.8,12,13.329375
104.0,10,13.330424
118.9,11,13.331495
118.8,12,13.332592
118.2,18,13.334275
118.6,14,13.33558
104.0,10,13.336494
118.4,16,13.338055
118.2,18,13.339804
118.8,12,13.340956
118.4,16,13.342498
104.0,10,13.343442
104.0,10,13.344375
104.0,10,13.345294
118.9,11,13.346329
103.9,11,13.347342
118.5,15,13.348698
118.3,17,13.350294
104.0,10,13.351214
104.0,10,13.352127
118.7,13,13.3533
104.0,10,13.354238
118.4,16,13.355716
104.0,10,13.35662
118.8,12,13.357771
104.0,10,13.358686
118.6,14,13.35998
104.0,10,13.360879
118.4,16,13.36248
118.7,13,13.363729
104.0,10,13.364662
118.5,15,13.366259
118.2,18,13.367933
118.9,11,13.368936
118.7,13,13.370149
118.4,16,13.371623
118.6,14,13.372884
118.7,13,13.374081
118.9,11,13.375079
103.3,17,13.37666
118.7,13,13.377855
118.5,15,13.379229
118.9,11,13.380225
118.4,16,13.381669
104.0,10,13.382677
118.2,18,13.384408
118.7,13,13.385594
118.9,11,13.386633
104.0,10,13.387561
104.0,10,13.388468
118.7,13,13.389649
104.0,10,13.390593
118.9,11,13.391595
118.8,12,13.392689
118.8,12,13.393813
118.6,14,13.395106
118.5,15,13.396446
118.8,12,13.397516
118.6,14,13.3988
118.4,16,13.400279
118.8,12,13.401352
118.3,17,13.402901
118.3,17,13.404449
104.0,10,13.405354
118.5,15,13.406693
104.0,10,13.407592
118.9,11,13.408579
132.9,20,13.410408
103.9,11,13.411391
118.5,15,13.412729
118.4,16,13.414149
104.0,10,13.415042
104.0,10,13.415933
118.7,13,13.417137
118.5,15,13.418472
118.4,16,13.41989
118.8,12,13.420958
118.7,13,13.422117
133.8,12,13.423188
118.4,16,13.424617
118.8,12,13.425692
118.6,14,13.426974
118.5,15,13.428302
104.0,10,13.429205
104.0,10,13.430098
118.9,11,13.431073
118.6,14,13.43232
118.3,17,13.433828
118.7,13,13.434981
118.8,12,13.43605
104.0,10,13.436947
118.8,12,13.438018
118.5,15,13.439349
104.0,10,13.44025
118.5,15,13.441592
133.7,13,13.442755
118.9,11,13.443733
118.5,15,13.445061
118.9,11,13.446039
118.8,12,13.447107
104.0,10,13.448001
118.7,13,13.449155
118.5,15,13.450486
118.3,17,13.451991
118.2,18,13.453581
118.9,11,13.454568
104.0,10,13.455458
118.8,12,13.456531
118.7,13,13.457688
118.9,11,13.458677
118.3,17,13.460179
118.6,14,13.461435
104.0,10,13.462342
104.0,10,13.463231
104.0,10,13.464124
118.9,11,13.465101
118.2,18,13.466693
103.3,17,13.468206
118.5,15,13.469555
104.0,10,13.47045
118.8,12,13.667897
118.3,17,13.66952
118.8,12,13.670611
118.3,17,13.672146
118.3,17,13.67367
104.0,10,13.67458
118.6,14,13.675832
118.2,18,13.67743
104.0,10,13.67833
118.7,13,13.679493
118.8,12,13.680565
118.6,14,13.681817
104.0,10,13.682751
118.3,17,13.684336
103.9,11,13.685334
103.7,13,13.686537
118.9,11,13.687519
118.3,17,13.689062
118.6,14,13.690336
118.8,12,13.691409
118.6,14,13.692809
118.9,11,13.693852
118.9,11,13.694857
118.9,11,13.695863
104.0,10,13.696775
118.3,17,13.698309
104.0,10,13.699216
118.9,11,13.700483
104.0,10,13.701475
118.8,12,13.702631
118.2,18,13.704315
103.5,15,13.70569
118.3,17,13.707274
118.7,13,13.708489
118.6,14,13.709796
133.7,13,13.710999
118.9,11,13.712031
118.2,18,13.713661
103.9,11,13.714676
133.3,17,13.716442
118.7,13,13.717737
118.9,11,13.718783
118.6,14,13.720094
104.0,10,13.721021
118.8,12,13.722129
118.6,14,13.723406
118.9,11,13.724457
118.9,11,13.725453
118.7,13,13.726639
118.8,12,13.727746
104.0,10,13.728669
133.7,13,13.729861
118.8,12,13.730958
118.3,17,13.732518
118.9,11,13.733536
118.2,18,13.735183
104.0,10,13.736116
104.0,10,13.737068
118.7,13,13.738253
104.0,10,13.739164
118.6,14,13.740457
103.3,17,13.741986
118.9,11,13.743004
104.0,10,13.743951
118.6,14,13.745226
118.7,13,13.746426
118.6,14,13.747685
118.9,11,13.748709
118.2,18,13.75035
104.0,10,13.751277
118.6,14,13.752573
118.3,17,13.754109
118.8,12,13.755205
104.0,10,13.756125
104.0,10,13.757064
118.9,11,13.758053
104.0,10,13.758961
118.8,12,13.760084
104.0,10,13.761112
104.0,10,13.762057
104.0,10,13.762998
118.9,11,13.764035
104.0,10,13.764961
118.5,15,13.766366
118.4,16,13.767835
118.7,13,13.769047
104.0,10,13.769965
104.0,10,13.770901
118.4,16,13.772412
104.0,10,13.773331
118.9,11,13.774374
118.9,11,13.77538
118.9,11,13.776403
118.7,13,13.777612
118.8,12,13.778728
118.9,11,13.77973
104.0,10,13.780669
118.6,14,13.781947
104.0,10,13.783036
118.8,12,13.784196
103.9,11,13.78524
104.0,10,13.786145
104.0,10,13.787046
118.6,14,13.788307
118.7,13,13.789474
104.0,10,13.790384
104.0,10,13.791282
104.0,10,13.79218
104.0,10,13.793104
133.4,16,13.79453
118.5,15,13.795872
118.4,16,13.797289
104.0,10,13.798185
118.7,13,13.799344
133.8,12,13.800534
118.9,11,13.801565
118.5,15,13.802915
118.7,13,13.804091
118.4,16,13.805536
118.6,14,13.806797
118.8,12,13.807902
118.7,13,13.809076
118.9,11,13.810103
118.6,14,13.811375
118.8,12,13.812453
118.8,12,13.813536
133.8,12,13.814621
104.0,10,13.81553
118.4,16,13.81697
118.5,15,13.818301
118.9,11,13.819298
118.8,12,13.820395
103.3,17,13.821915
118.5,15,13.82326
133.7,13,13.824418
118.8,12,13.825495
118.6,14,13.826755
118.5,15,13.828099
118.6,14,13.829353
104.0,10,13.830254
118.9,11,13.831239
104.0,10,13.832143
118.3,17,13.833665
118.6,14,13.834921
104.0,10,13.835822
118.4,16,13.83725
118.2,18,13.838857
118.5,15,13.840214
118.7,13,13.841379
118.3,17,13.842898
103.8,12,13.843984
118.7,13,13.845153
118.9,11,13.84615
118.9,11,13.847145
118.9,11,13.848133
118.7,13,13.849299
103.5,15,13.850655
104.0,10,13.851555
118.8,12,13.852639
118.9,11,13.853625
118.7,13,13.854792
118.8,12,14.049296
118.6,14,14.050698
103.9,11,14.051726
118.7,13,14.052929
118.5,15,14.054314
104.0,10,14.055239
133.7,13,14.056441
118.7,13,14.057633
118.2,18,14.059276
118.8,13,14.060477
103.9,11,14.061485
118.9,11,14.06249
104.0,10,14.063409
104.0,10,14.064328
118.7,13,14.065516
104.0,10,14.066437
118.9,11,14.067442
118.6,14,14.068721
104.0,10,14.069654
118.2,18,14.071515
118.6,14,14.072875
118.9,11,14.074021
104.0,10,14.074985
118.6,14,14.07641
133.4,16,14.077899
104.0,10,14.078848
118.7,13,14.08026
118.8,12,14.081438
118.5,15,14.082971
118.7,13,14.084338
118.9,11,14.085383
104.0,10,14.086351
104.0,10,14.087286
118.8,12,14.088432
104.0,10,14.089363
118.7,13,14.090621
118.6,14,14.092004
118.5,15,14.093415
118.4,16,14.094874
118.4,16,14.096621
104.0,10,14.097601
118.6,14,14.098875
118.8,12,14.100096
118.4,16,14.101615
118.5,15,14.102986
118.9,11,14.104087
118.6,14,14.105423
104.0,10,14.106366
118.8,12,14.107501
118.6,14,14.108787
118.7,13,14.109992
104.0,10,14.11093
118.8,12,14.112067
118.4,16,14.113558
104.0,10,14.11448
118.9,11,14.115531
118.7,13,14.116722
118.3,17,14.118299
118.5,15,14.119753
118.7,13,14.12098
118.8,12,14.122133
104.0,10,14.123049
104.0,10,14.123982
118.8,12,14.125063
118.9,11,14.126079
118.9,11,14.127082
118.5,15,14.128535
104.0,10,14.129488
118.2,18,14.131133
118.9,11,14.132243
118.5,14,14.133583
118.6,14,14.134915
118.9,11,14.135943
118.2,18,14.137593
104.0,10,14.138526
118.7,13,14.139742
118.8,12,14.140852
118.8,12,14.141962
118.7,13,14.143185
118.8,12,14.144482
104.0,10,14.145437
118.5,15,14.146829
104.0,10,14.147754
104.0,10,14.148647
104.0,10,14.149608
118.7,13,14.150863
118.6,14,14.152174
118.5,15,14.153552
