#{"t_start": 1789608415.906354, "env_id": "None"}
r,l,t
118.6,14,15.272252
104.0,10,15.27319
104.0,10,15.27415
118.6,14,15.275443
104.0,10,15.276399
118.4,16,15.277917
118.7,13,15.279141
118.3,17,15.280684
118.2,18,15.282312
118.4,16,15.283766
118.9,11,15.284775
104.0,10,15.285688
118.4,16,15.28724
103.9,11,15.288282
118.8,12,15.289386
104.0,10,15.290426
118.7,13,15.291647
118.2,18,15.293343
118.4,16,15.294835
118.7,13,15.296064
118.4,16,15.297516
118.4,16,15.29899
118.9,11,15.300033
103.9,11,15.301046
104.0,10,15.302064
118.7,13,15.303299
118.6,14,15.304596
103.5,15,15.305975
118.6,14,15.307314
118.9,11,15.30832
104.0,10,15.309213
118.8,12,15.310338
118.4,16,15.311771
118.7,13,15.312963
118.6,14,15.314213
104.0,10,15.315124
133.5,15,15.316468
118.8,12,15.31755
133.5,15,15.318887
104.0,10,15.319778
118.5,15,15.321129
118.6,14,15.322371
118.9,11,15.323348
104.0,10,15.324249
118.6,14,15.325484
118.8,12,15.326569
118.6,14,15.327828
118.9,11,15.328806
104.0,10,15.329699
118.9,11,15.330668
118.8,12,15.331731
118.9,11,15.332715
118.7,13,15.333865
118.7,13,15.335011
104.0,10,15.335901
132.9,20,15.337658
118.7,13,15.338816
118.6,14,15.340051
118.7,13,15.341207
103.8,12,15.342269
118.7,13,15.343419
104.0,10,15.344306
103.7,13,15.345449
118.5,15,15.346769
118.5,15,15.348089
104.0,10,15.348986
118.5,15,15.350315
104.0,10,15.351202
104.0,10,15.352093
118.8,12,15.353151
104.0,10,15.354039
118.1,19,15.355704
118.6,14,15.356949
118.8,12,15.358022
103.4,16,15.359438
104.0,10,15.360328
104.0,10,15.361215
118.7,13,15.362376
118.6,14,15.363614
118.8,12,15.364684
118.3,17,15.366187
118.5,15,15.367514
104.0,10,15.368404
104.0,10,15.369284
118.8,12,15.370355
104.0,10,15.371253
133.8,12,15.372315
118.4,16,15.37372
103.9,11,15.37471
104.0,10,15.375596
133.8,12,15.376645
118.6,14,15.377874
104.0,10,15.378763
104.0,10,15.379651
104.0,10,15.380539
118.6,14,15.381772
104.0,10,15.38266
104.0,10,15.383542
104.0,10,15.384431
118.3,17,15.385927
118.7,13,15.38708
118.8,12,15.584257
118.6,14,15.585597
118.8,12,15.586717
104.0,10,15.587649
118.9,11,15.58867
118.9,11,15.589682
133.7,13,15.590878
118.5,15,15.592247
118.7,13,15.593441
118.9,11,15.594447
118.7,13,15.595636
118.7,13,15.596822
118.9,11,15.597826
118.8,12,15.598922
118.3,17,15.60048
104.0,10,15.601441
103.9,11,15.602501
104.0,10,15.603422
118.5,15,15.604837
118.4,16,15.60631
118.9,11,15.607466
118.6,14,15.608837
104.0,10,15.609861
118.6,14,15.611227
133.4,16,15.612735
104.0,10,15.613666
133.5,15,15.615086
118.2,18,15.616754
118.7,13,15.617972
104.0,10,15.618945
103.9,11,15.619956
118.8,12,15.621066
104.0,10,15.622002
118.4,16,15.623469
118.3,17,15.625023
118.8,12,15.626129
133.5,15,15.627506
103.9,11,15.628517
118.6,14,15.629809
118.5,15,15.631295
133.6,14,15.632613
104.0,10,15.633564
118.8,12,15.634688
104.0,10,15.635595
118.6,14,15.636893
118.7,13,15.638084
118.5,15,15.63944
118.6,14,15.640738
104.0,10,15.641643
118.8,12,15.642845
118.7,13,15.644077
118.7,13,15.645321
118.7,13,15.646545
104.0,10,15.647506
118.6,14,15.648794
103.9,11,15.649968
104.0,10,15.651004
118.3,17,15.65261
104.0,10,15.653514
104.0,10,15.65443
118.9,11,15.655428
103.9,11,15.656436
118.9,11,15.657437
118.5,15,15.6589
118.3,16,15.660426
118.8,12,15.661555
118.6,14,15.662968
118.1,19,15.664734
118.3,17,15.666301
104.0,10,15.667265
118.9,11,15.668277
118.9,11,15.669302
104.0,10,15.670238
118.7,13,15.671441
118.7,13,15.672651
104.0,10,15.673576
118.3,17,15.675146
118.7,13,15.676367
118.7,13,15.677576
118.6,14,15.678932
118.8,12,15.680061
104.0,10,15.680985
118.9,11,15.681974
104.0,10,15.682906
118.9,11,15.683889
118.9,11,15.684899
104.0,10,15.685822
118.4,16,15.687243
104.0,10,15.68816
118.9,11,15.68914
118.8,12,15.690201
118.7,13,15.691395
118.9,11,15.692387
118.4,16,15.693831
103.5,15,15.69519
104.0,10,15.696093
118.6,14,15.697342
118.9,11,15.698327
118.7,13,15.699526
104.0,10,15.700432
133.5,15,15.701964
118.7,13,15.703316
104.0,10,15.704309
104.0,10,15.70528
118.9,11,15.706342
118.3,17,15.707964
118.3,17,15.7096
118.6,14,15.710963
118.5,15,15.712417
118.7,13,15.713655
118.5,15,15.715079
104.0,10,15.71604
103.6,14,15.717392
118.8,12,15.718532
104.0,10,15.719487
118.9,11,15.72053
118.6,14,15.721865
103.5,15,15.723284
104.0,10,15.724234
118.2,18,15.725936
104.0,10,15.72689
118.7,13,15.728115
104.0,10,15.729063
104.0,10,15.730008
104.0,10,15.730952
118.6,14,15.73227
104.0,10,15.733221
104.0,10,15.734168
118.7,13,15.73541
118.9,11,15.736443
133.4,16,15.737944
118.3,17,15.739532
104.0,10,15.740492
118.4,16,15.741996
118.6,14,15.743318
104.0,10,15.744263
118.8,12,15.745392
104.0,10,15.746333
118.7,13,15.747562
104.0,10,15.748509
104.0,10,15.749477
118.7,13,15.750715
118.0,20,15.752535
118.6,14,15.753803
104.0,10,15.754728
103.5,15,15.756074
118.6,14,15.757328
118.2,18,15.758926
118.8,12,15.760002
118.9,11,15.760983
103.7,13,15.76214
104.0,10,15.763042
118.6,14,15.764286
104.0,10,15.765184
118.8,12,15.766257
118.7,13,15.767417
118.8,12,15.768488
118.8,12,15.769561
118.5,15,15.770894
104.0,10,15.771792
118.5,15,15.773133
118.6,14,15.774379
118.5,15,15.970184
118.7,13,15.971416
118.9,11,15.972443
118.9,11,15.973465
118.5,15,15.974843
118.8,12,15.975944
103.9,11,15.976961
104.0,10,15.977873
118.4,16,15.97933
118.7,13,15.980526
104.0,10,15.981442
118.5,15,15.982805
118.6,14,15.984079
118.4,16,15.985534
118.4,16,15.987038
118.4,16,15.988641
118.8,12,15.989855
118.4,16,15.991331
118.3,17,15.99291
118.7,13,15.994108
118.8,12,15.995207
118.4,16,15.996795
133.8,12,15.997931
118.8,12,15.999052
118.7,13,16.000544
118.7,13,16.001867
118.2,18,16.00363
104.0,10,16.004622
133.5,15,16.006053
118.9,11,16.007101
118.8,12,16.008284
118.7,13,16.009537
118.8,12,16.010701
118.8,12,16.011864
118.8,12,16.013009
104.0,10,16.013977
118.7,13,16.015195
118.9,11,16.016272
118.7,13,16.017485
104.0,10,16.018453
103.9,11,16.019477
104.0,10,16.020432
118.6,14,16.021733
118.8,12,16.022883
118.6,14,16.024295
118.6,14,16.025596
104.0,10,16.026514
118.5,15,16.027883
118.8,12,16.029156
118.8,12,16.030274
104.0,10,16.031197
88.7,13,16.032503
118.9,11,16.033599
118.7,13,16.034857
118.4,16,16.036411
118.5,15,16.037822
118.7,13,16.039043
118.6,14,16.04038
104.0,10,16.041317
104.0,10,16.042257
118.7,13,16.043488
103.9,11,16.044528
118.1,19,16.046293
118.8,12,16.047399
104.0,10,16.04845
118.8,12,16.049597
104.0,10,16.050554
118.7,13,16.051731
104.0,10,16.052662
104.0,10,16.053564
104.0,10,16.054493
103.5,15,16.055846
104.0,10,16.056758
104.0,10,16.057662
118.9,11,16.058664
104.0,10,16.059578
118.8,12,16.060688
104.0,10,16.061589
104.0,10,16.062513
118.2,18,16.064134
118.4,16,16.065585
118.5,15,16.066969
118.7,13,16.068153
118.9,11,16.069138
118.4,16,16.070611
118.5,15,16.071984
118.5,15,16.073343
118.9,11,16.074339
104.0,10,16.075237
103.9,11,16.076233
118.3,17,16.07789
104.0,10,16.078875
118.9,11,16.079889
118.9,11,16.081134
118.8,12,16.082295
103.3,17,16.083931
104.0,10,16.084925
118.8,12,16.08603
118.5,15,16.087412
118.4,16,16.088849
118.6,14,16.090101
118.8,12,16.091176
118.8,12,16.092247
118.7,13,16.09343
118.5,15,16.094788
118.7,13,16.095946
104.0,10,16.09684
118.3,17,16.098344
118.2,18,16.09995
104.0,10,16.100858
118.9,11,16.101838
118.5,15,16.103162
104.0,10,16.104058
118.5,15,16.105394
118.3,17,16.106893
118.4,16,16.108319
104.0,10,16.109216
118.8,12,16.1103
104.0,10,16.111201
104.0,10,16.112095
118.7,13,16.113255
118.4,16,16.114686
118.9,11,16.115669
118.5,15,16.11701
118.6,14,16.118251
118.7,13,16.119403
118.9,11,16.120383
118.6,14,16.121622
104.0,10,16.122517
118.9,11,16.123493
118.8,12,16.12458
104.0,10,16.125464
104.0,10,16.126362
104.0,10,16.127246
118.7,13,16.12839
104.0,10,16.129278
118.9,11,16.130246
118.4,16,16.131666
118.7,13,16.132821
118.7,13,16.133979
118.9,11,16.134965
118.7,13,16.136116
118.8,12,16.137178
104.0,10,16.138068
118.9,11,16.139053
118.6,14,16.140294
104.0,10,16.141183
118.2,18,16.142773
118.2,18,16.144364
118.4,16,16.145785
104.0,10,16.146678
118.6,14,16.14792
118.2,18,16.149515
118.5,15,16.15084
118.8,12,16.151909
104.0,10,16.152797
118.4,16,16.154208
118.9,11,16.155188
118.2,17,16.156694
118.5,15,16.15802
118.4,16,16.355518
104.0,10,16.356478
118.9,11,16.357516
118.6,14,16.358823
118.9,11,16.359852
104.0,10,16.360781
118.3,17,16.362343
103.9,11,16.36336
118.8,12,16.364473
104.0,10,16.365406
118.9,11,16.366444
118.5,15,16.367963
118.3,17,16.369595
133.4,16,16.37108
104.0,10,16.372037
118.6,14,16.373325
118.8,12,16.374441
118.9,11,16.375489
104.0,10,16.376424
118.9,11,16.377457
118.9,11,16.378482
118.8,12,16.379619
118.3,17,16.381175
104.0,10,16.382135
118.8,12,16.383276
118.9,11,16.3843
104.0,10,16.385238
118.4,16,16.38671
104.0,10,16.387755
118.6,14,16.389149
118.7,13,16.39044
118.9,11,16.391496
133.1,19,16.393367
118.0,20,16.395245
104.0,10,16.396184
118.9,11,16.397207
104.0,10,16.398141
118.5,15,16.399627
118.5,15,16.401044
118.8,12,16.402183
118.8,12,16.403278
118.8,12,16.404384
104.0,10,16.405294
118.5,15,16.406678
133.8,12,16.407794
118.5,15,16.409143
118.7,13,16.410314
104.0,10,16.411217
118.6,14,16.412525
118.4,16,16.413966
118.8,12,16.415077
118.7,13,16.416524
118.6,14,16.417873
118.7,13,16.419113
118.5,15,16.420602
104.0,10,16.421575
118.6,14,16.42302
118.9,11,16.424168
118.7,13,16.4254
118.6,14,16.426728
104.0,10,16.427693
104.0,10,16.428616
104.0,10,16.429568
118.9,11,16.430574
104.0,10,16.431514
104.0,10,16.432521
118.5,15,16.434001
118.7,13,16.435326
118.2,18,16.437046
118.8,12,16.438181
104.0,10,16.439108
104.0,10,16.440047
104.0,10,16.440982
118.7,13,16.442173
104.0,10,16.44311
118.8,12,16.444474
118.5,15,16.445981
104.0,10,16.446927
104.0,10,16.44789
118.9,11,16.448908
118.7,13,16.450147
104.0,10,16.451081
133.8,12,16.4522
118.7,13,16.453388
133.2,18,16.45504
118.9,11,16.456155
118.4,16,16.457652
118.5,15,16.459032
118.5,15,16.460424
104.0,10,16.461338
118.6,14,16.46263
118.8,12,16.463739
118.9,11,16.464742
118.8,12,16.465838
118.4,16,16.46738
118.3,17,16.46893
133.7,13,16.470107
118.8,12,16.471189
118.8,12,16.472273
104.0,10,16.473172
118.4,16,16.474623
118.7,13,16.475799
118.8,12,16.476912
118.6,14,16.478171
133.7,13,16.479347
118.4,16,16.480781
118.6,14,16.482042
118.8,12,16.483136
118.5,15,16.484491
118.1,19,16.486187
118.8,12,16.487268
118.9,11,16.488256
118.8,12,16.489336
118.4,16,16.490776
118.9,11,16.491773
104.0,10,16.492684
118.9,11,16.493717
118.3,17,16.495239
104.0,10,16.496149
118.4,16,16.497588
118.8,12,16.498663
118.7,13,16.499834
118.8,12,16.500912
118.7,13,16.502079
118.8,12,16.503154
118.8,12,16.504232
118.8,12,16.505312
104.0,10,16.506221
103.9,11,16.507224
118.8,12,16.508301
118.7,13,16.509465
118.4,16,16.510893
104.0,10,16.511802
118.9,11,16.512787
118.3,17,16.514309
118.9,11,16.515299
118.6,14,16.516558
118.8,12,16.517634
118.5,15,16.518976
118.9,11,16.519973
104.0,10,16.520865
118.2,18,16.522462
118.5,15,16.52381
104.0,10,16.524713
104.0,10,16.525613
118.5,15,16.526954
118.6,14,16.528201
104.0,10,16.529098
118.3,17,16.530623
104.0,10,16.531529
118.7,13,16.532707
118.8,12,16.533793
118.3,17,16.535313
104.0,10,16.536217
118.4,16,16.537645
118.9,11,16.538644
118.5,15,16.539994
104.0,11,16.540991
118.8,12,16.542071
118.6,14,16.543342
118.5,15,16.739302
118.9,11,16.740392
118.8,12,16.741489
118.9,11,16.742489
104.0,10,16.743413
118.8,12,16.744497
118.9,11,16.745497
118.6,14,16.746758
118.8,12,16.747842
104.0,10,16.748742
104.0,10,16.749646
118.4,16,16.751073
118.6,14,16.752317
104.0,10,16.753211
118.9,11,16.75419
118.3,17,16.755703
118.5,15,16.757042
118.8,12,16.75811
133.5,15,16.759448
118.6,14,16.760706
118.8,12,16.761813
118.8,12,16.762929
118.4,16,16.764376
103.9,11,16.765391
104.0,10,16.766294
118.3,17,16.767835
118.9,11,16.76883
104.0,10,16.769741
118.8,12,16.770849
118.9,11,16.771843
118.9,11,16.772855
104.0,10,16.77375
118.8,12,16.774849
118.6,14,16.776093
104.0,10,16.777009
118.6,14,16.778254
118.7,13,16.779637
118.9,11,16.780722
118.5,15,16.782156
118.9,11,16.783433
118.5,15,16.784871
118.5,15,16.786233
118.4,16,16.787696
118.7,13,16.788901
118.7,13,16.790071
118.8,12,16.791187
118.5,15,16.792542
118.9,11,16.793536
118.8,12,16.794633
104.0,10,16.79555
118.8,12,16.796644
118.7,13,16.797826
118.5,15,16.799202
133.7,13,16.800377
118.7,13,16.801563
118.7,13,16.802738
118.7,13,16.803906
118.6,14,16.805171
118.8,12,16.806242
118.4,16,16.807704
118.1,19,16.8094
118.6,14,16.810665
118.5,15,16.812223
118.8,12,16.813373
104.0,10,16.814324
103.7,13,16.815557
118.4,16,16.817157
118.7,13,16.818414
118.7,13,16.819624
104.0,10,16.820559
133.7,13,16.821764
118.9,11,16.822786
104.0,10,16.823714
118.6,14,16.824989
103.9,11,16.82599
118.8,12,16.827123
118.8,12,16.828217
118.8,12,16.82931
118.8,12,16.830406
104.0,10,16.831344
104.0,10,16.832249
118.9,11,16.833275
118.5,15,16.834659
118.9,11,16.835768
103.8,12,16.836905
104.0,10,16.837831
118.8,12,16.838976
118.4,16,16.840529
104.0,10,16.841464
118.9,11,16.842472
118.8,12,16.843601
118.4,16,16.845058
104.0,10,16.845987
118.8,12,16.847142
118.8,12,16.848276
118.7,13,16.849542
118.9,11,16.850567
104.0,10,16.851493
118.4,15,16.85286
118.3,17,16.854404
104.0,10,16.855335
118.6,14,16.856599
118.9,11,16.857608
104.0,10,16.858525
118.8,12,16.859654
118.9,11,16.860669
118.5,15,16.862129
118.1,19,16.863911
118.8,12,16.865
133.6,14,16.866276
118.3,17,16.867805
118.9,11,16.868791
118.1,19,16.870497
118.6,14,16.871758
118.6,14,16.873018
118.7,13,16.874199
104.0,10,16.875096
133.7,13,16.876272
104.0,10,16.877209
118.1,19,16.878912
104.0,10,16.879816
118.5,15,16.881157
118.7,13,16.882332
118.9,11,16.883318
118.6,14,16.88457
118.9,11,16.885556
104.0,10,16.886462
118.6,14,16.887719
104.0,10,16.888622
118.5,15,16.889963
118.8,12,16.891038
118.5,15,16.892378
104.0,10,16.893277
118.8,12,16.89435
104.0,10,16.89525
118.7,13,16.896414
133.5,15,16.897749
118.6,14,16.899005
118.8,12,16.900083
104.0,10,16.900985
118.9,11,16.901971
118.9,11,16.902961
104.0,10,16.903859
118.7,13,16.905015
103.2,18,16.906614
103.6,14,16.907865
104.0,10,16.908761
104.0,10,16.909665
118.9,11,16.910649
118.7,13,16.911812
118.8,12,16.912884
118.6,14,16.914129
118.7,13,16.915288
118.9,11,16.916283
118.6,14,16.917527
103.9,11,16.918516
118.4,16,16.919938
118.8,12,16.921016
104.0,10,16.921919
104.0,10,16.922823
103.4,16,16.924246
118.7,13,16.92541
118.6,14,16.926656
118.8,12,17.121208
118.8,12,17.122323
118.3,17,17.12386
103.9,11,17.124862
118.8,12,17.125944
118.6,14,17.127201
104.0,10,17.128103
118.6,14,17.129355
118.2,18,17.13096
118.2,18,17.132553
118.4,16,17.133982
118.7,13,17.135147
118.3,17,17.136659
104.0,10,17.137554
104.0,10,17.138448
118.6,14,17.139688
118.3,17,17.141193
118.3,17,17.142695
118.6,14,17.143972
118.1,19,17.145854
104.0,10,17.146809
104.0,10,17.147771
118.4,16,17.149247
104.0,10,17.150196
104.0,10,17.151108
118.7,13,17.152313
104.0,10,17.153247
118.1,19,17.154974
118.3,17,17.156521
118.8,12,17.157637
104.0,10,17.15855
118.8,12,17.159662
118.9,11,17.16066
118.7,13,17.161949
118.9,11,17.162976
118.8,12,17.164082
118.8,12,17.165166
118.5,15,17.166546
118.4,16,17.168008
118.4,16,17.169452
118.5,15,17.170794
104.0,10,17.171724
103.9,11,17.172705
118.4,16,17.174146
118.8,12,17.175224
118.9,11,17.17623
118.8,12,17.177318
118.8,12,17.178385
118.3,17,17.179913
118.5,15,17.181253
118.8,12,17.18235
104.0,10,17.183248
104.0,10,17.184164
118.6,14,17.185432
118.5,15,17.186765
118.6,14,17.188026
118.5,15,17.189354
118.8,12,17.190441
118.6,14,17.191706
118.9,11,17.192684
118.6,14,17.194082
118.7,13,17.195305
118.2,18,17.196962
118.7,13,17.198157
118.8,12,17.199246
118.6,14,17.200542
103.9,11,17.201558
103.9,11,17.202548
118.7,13,17.20374
104.0,10,17.204639
104.0,10,17.205571
104.0,10,17.20647
118.5,15,17.207847
104.0,10,17.20875
118.7,13,17.210096
118.6,14,17.211455
118.8,12,17.21258
133.4,16,17.214073
118.9,11,17.215104
103.6,14,17.216401
118.5,15,17.217878
104.0,10,17.218804
118.3,17,17.220352
103.9,11,17.221362
118.9,11,17.222505
118.8,12,17.223664
118.6,14,17.225011
118.8,12,17.226234
118.8,12,17.227349
118.8,12,17.228415
118.7,13,17.229619
133.2,18,17.231271
104.0,10,17.232276
118.6,14,17.233702
118.8,12,17.234892
118.5,15,17.23635
118.8,12,17.237468
118.7,13,17.238809
133.4,16,17.240324
104.0,10,17.241296
118.2,18,17.243167
118.7,13,17.244394
103.9,11,17.245597
118.4,16,17.247207
118.9,11,17.248268
118.7,13,17.249484
118.5,15,17.250979
118.9,11,17.252012
118.4,16,17.253507
118.8,12,17.254625
118.9,11,17.255658
118.7,13,17.256863
104.0,10,17.257883
104.0,10,17.258822
118.3,16,17.260296
103.9,11,17.261307
118.2,18,17.262941
118.8,12,17.26404
118.9,11,17.265051
118.8,12,17.266143
118.3,17,17.2677
118.9,11,17.268714
118.4,16,17.270172
104.0,10,17.271083
118.6,14,17.272351
118.8,12,17.273445
118.5,15,17.274854
118.8,12,17.275951
104.0,10,17.276867
118.8,12,17.277959
118.3,17,17.2795
104.0,10,17.280423
118.4,16,17.281871
118.5,15,17.283231
104.0,10,17.284149
118.8,12,17.285238
118.8,12,17.286326
118.9,11,17.287328
118.7,13,17.288508
104.0,10,17.289424
133.7,13,17.290605
104.0,10,17.291522
118.9,11,17.292525
118.7,13,17.293712
118.9,11,17.294716
118.6,14,17.295988
118.6,14,17.297258
104.0,10,17.298173
118.5,15,17.299532
118.8,12,17.300618
104.0,10,17.301534
118.5,15,17.302894
118.5,15,17.30425
103.9,11,17.305248
118.8,12,17.306333
118.8,12,17.307427
118.6,14,17.3087
104.0,10,17.309615
118.7,13,17.520643
118.6,14,17.522024
118.9,11,17.523087
118.5,15,17.524533
118.4,16,17.526183
118.6,14,17.527535
118.7,13,17.528746
118.4,16,17.530244
104.0,10,17.531172
104.0,10,17.532126
118.4,16,17.533617
118.5,15,17.534986
118.9,11,17.536143
118.9,11,17.537203
118.6,14,17.53849
104.0,10,17.539431
104.0,10,17.540339
118.9,11,17.541337
118.9,11,17.54233
104.0,10,17.54325
118.9,11,17.544281
133.7,13,17.545447
118.7,13,17.546628
118.8,12,17.54786
118.8,12,17.548999
118.6,14,17.550317
118.8,12,17.551417
118.6,14,17.552677
118.5,14,17.55396
118.8,12,17.555034
104.0,10,17.555955
118.5,15,17.557309
118.4,16,17.558735
118.6,14,17.560166
118.8,12,17.561301
118.5,15,17.562691
104.0,10,17.563646
118.8,12,17.564745
104.0,10,17.565685
118.9,11,17.566724
133.8,12,17.567866
133.1,19,17.569613
118.7,13,17.5708
104.0,10,17.571807
118.5,15,17.573222
118.6,14,17.574582
118.8,12,17.575745
118.7,13,17.576963
118.7,13,17.578151
133.4,16,17.579724
103.9,11,17.580777
104.0,10,17.58169
118.7,13,17.582905
103.5,15,17.584289
104.0,10,17.585185
104.0,10,17.586108
104.0,10,17.58701
104.0,10,17.587944
104.0,10,17.588852
104.0,10,17.589764
118.5,14,17.59101
118.5,15,17.592493
104.0,10,17.593437
118.9,11,17.594453
118.8,12,17.595592
118.9,11,17.596603
118.8,12,17.597706
104.0,10,17.598604
118.5,15,17.60012
118.5,15,17.601523
118.6,14,17.60282
118.9,11,17.60387
118.4,16,17.605326
118.6,14,17.606625
104.0,10,17.607587
118.7,13,17.608837
133.5,15,17.610251
104.0,10,17.611176
104.0,10,17.612132
118.7,13,17.613323
118.6,14,17.614598
133.5,15,17.616008
118.8,12,17.617094
118.0,19,17.618833
118.6,14,17.620109
118.8,12,17.621193
118.3,17,17.62278
118.7,13,17.623969
104.0,10,17.624887
118.6,14,17.626145
118.5,16,17.627582
118.5,15,17.628946
133.4,16,17.630378
118.8,12,17.631457
118.8,12,17.632546
104.0,10,17.633466
118.8,12,17.634552
104.0,10,17.635458
118.7,13,17.636625
103.9,11,17.637616
118.2,18,17.639234
118.3,17,17.640773
118.8,12,17.641856
118.6,14,17.643132
118.7,13,17.644312
104.0,10,17.645225
104.0,10,17.646127
104.0,10,17.647028
118.9,11,17.648021
118.8,12,17.649091
118.6,14,17.650351
118.9,11,17.651338
118.8,12,17.652423
104.0,10,17.653324
118.9,11,17.65431
118.8,12,17.655389
104.0,10,17.656289
118.8,12,17.657379
104.0,10,17.658286
118.3,17,17.65983
118.4,16,17.661258
104.0,10,17.662161
118.5,15,17.663504
118.6,14,17.664757
118.4,16,17.666193
118.7,13,17.66736
104.0,10,17.668261
104.0,10,17.669159
118.6,14,17.670414
118.9,11,17.671404
104.0,10,17.672312
104.0,10,17.67321
118.5,15,17.67455
118.7,13,17.675717
104.0,10,17.67661
118.8,12,17.677685
118.6,14,17.678943
104.0,10,17.679839
118.8,12,17.680912
103.9,11,17.681898
118.8,12,17.682986
118.6,14,17.68424
118.9,11,17.685231
118.5,15,17.68657
118.8,12,17.687653
118.5,15,17.688991
103.9,11,17.689982
118.2,18,17.691594
118.6,14,17.692847
104.0,10,17.693743
118.8,12,17.694815
118.7,13,17.695995
118.7,13,17.697161
118.8,12,17.698246
118.9,11,17.699236
118.8,12,17.700322
104.0,10,17.701223
104.0,10,17.702127
118.8,12,17.703207
104.0,10,17.704107
118.7,13,17.705271
104.0,10,17.706167
133.3,17,17.707697
118.4,16,17.903664
103.9,11,17.904681
118.6,14,17.905947
118.9,11,17.906935
118.7,13,17.908097
104.0,10,17.908996
118.6,14,17.910234
118.9,11,17.911218
118.5,15,17.912545
118.6,14,17.913783
118.9,11,17.914762
118.6,14,17.915994
118.6,14,17.917239
118.8,12,17.918302
118.6,14,17.919537
118.8,12,17.920609
118.4,16,17.922066
118.8,12,17.923291
118.4,16,17.924978
133.3,17,17.926596
118.4,16,17.928094
118.6,14,17.929376
118.8,12,17.930478
118.7,13,17.931755
118.4,16,17.933278
118.6,14,17.934579
103.7,13,17.935784
104.0,10,17.936714
104.0,10,17.937621
118.4,16,17.939086
104.0,10,17.94002
104.0,10,17.940932
118.7,13,17.94214
104.0,10,17.943062
118.7,13,17.944257
118.3,17,17.94578
118.8,12,17.946883
118.4,16,17.948423
118.8,12,17.949522
118.2,18,17.951231
118.5,15,17.952624
118.9,11,17.953619
118.4,16,17.955089
118.9,11,17.956109
118.6,14,17.957392
104.0,10,17.958302
118.5,15,17.959673
103.5,15,17.961019
118.9,11,17.962019
118.2,18,17.963671
104.0,10,17.964597
118.9,11,17.965588
118.7,13,17.966919
133.7,13,17.96816
118.3,17,17.96971
118.8,12,17.970856
118.4,16,17.972317
118.5,15,17.973667
118.9,11,17.974673
118.4,16,17.976158
118.4,16,17.977627
118.4,16,17.979133
104.0,10,17.980073
118.5,15,17.981441
118.8,12,17.982529
118.9,11,17.983547
104.0,10,17.984472
118.2,18,17.98607
118.9,11,17.987075
133.7,13,17.988255
118.4,16,17.989686
118.9,12,17.990775
104.0,10,17.99168
118.9,11,17.992708
133.7,13,17.993868
118.8,12,17.995016
118.5,15,17.996469
118.8,12,17.997576
118.6,14,17.998922
118.6,14,18.000278
104.0,10,18.00121
118.9,11,18.002203
118.7,13,18.003444
118.4,16,18.00491
118.5,15,18.006242
104.0,10,18.007245
118.9,11,18.008285
118.5,15,18.009685
103.3,17,18.011243
104.0,10,18.012188
118.2,17,18.013727
104.0,10,18.014633
104.0,10,18.015601
118.9,11,18.01672
133.7,13,18.017905
118.6,14,18.019196
118.6,14,18.020487
104.0,10,18.021424
118.4,16,18.022883
104.0,10,18.023809
118.8,12,18.024896
118.7,13,18.026082
118.3,17,18.027611
118.9,11,18.028596
118.8,12,18.029666
118.7,13,18.030846
103.9,11,18.031842
118.5,15,18.033194
118.9,11,18.034188
118.9,11,18.035173
118.9,11,18.036163
118.9,11,18.037151
118.4,16,18.038583
104.0,10,18.03948
118.7,13,18.040656
118.7,13,18.041821
118.4,16,18.043283
118.6,14,18.044555
104.0,10,18.045461
118.4,16,18.046897
104.0,10,18.047794
118.4,16,18.04922
118.4,16,18.050647
133.8,12,18.051724
104.0,10,18.052628
118.5,15,18.053969
118.9,11,18.054961
118.9,11,18.055947
103.9,11,18.05694
118.7,13,18.058111
118.9,11,18.059099
118.9,11,18.060084
104.0,10,18.06098
103.9,11,18.06196
118.5,15,18.063302
118.6,14,18.064555
118.8,12,18.065642
104.0,10,18.066543
118.7,13,18.067705
118.8,12,18.068788
104.0,10,18.069687
118.8,12,18.070763
104.0,10,18.071662
118.8,12,18.072732
118.4,16,18.074168
118.6,14,18.075426
118.4,16,18.07686
104.0,10,18.077767
118.4,16,18.079194
103.9,11,18.08018
118.5,15,18.081521
118.4,16,18.082957
104.0,10,18.083863
118.6,14,18.085116
118.3,17,18.086637
118.4,17,18.088172
103.9,11,18.089159
118.9,11,18.284655
118.6,14,18.28598
118.7,13,18.287164
118.5,15,18.288519
104.0,10,18.289427
118.7,13,18.2906
118.7,13,18.291781
118.4,16,18.293225
103.9,11,18.294221
118.5,15,18.295568
118.7,13,18.296732
118.9,11,18.297725
118.8,12,18.298808
118.7,13,18.299976
104.0,10,18.300873
118.8,12,18.301988
118.5,15,18.303371
118.9,11,18.304365
118.8,12,18.305612
118.9,11,18.306668
118.7,13,18.307925
118.9,11,18.30895
118.7,13,18.310173
118.7,13,18.311458
118.3,17,18.313085
118.5,15,18.314447
118.6,13,18.315658
118.9,11,18.316662
103.9,11,18.31767
118.9,11,18.318659
118.8,12,18.31985
104.0,10,18.320784
118.6,14,18.322068
118.7,13,18.323257
118.7,13,18.324439
118.9,11,18.325425
118.6,14,18.326703
118.1,19,18.328425
104.0,10,18.329357
118.7,13,18.330523
133.2,18,18.332161
133.5,15,18.33354
118.8,12,18.334628
117.9,21,18.336516
118.7,13,18.337712
